feature,importances,count
272567,[0.00012],1
270862,[3e-05],1
270575,[1e-05],1
270522,[1e-05],1
269483,[0.00149],1
268716,[1e-05],1
268914,[5e-05],1
268943,[2e-05],1
269034,[1e-05],1
269070,[0.00092],1
269142,[0.0],1
269224,[0.00152],1
269225,[0.00016],1
269425,[0.0],1
269444,[1e-05],1
269526,[2e-05],1
270276,[0.0],1
269550,[4e-05],1
269718,[5e-05],1
269720,[0.00061],1
269806,[0.0],1
269815,[9e-05],1
269915,[0.0],1
269951,[0.0001],1
269978,[0.00076],1
270174,[0.0],1
270274,[8e-05],1
272659,[0.0],1
272847,[3e-05],1
268661,[1e-05],1
272929,[1e-05],1
274556,[4e-05],1
274563,[2e-05],1
274590,[0.0],1
274679,[0.00013],1
274684,[3e-05],1
274755,[0.00035],1
274874,[0.0001],1
274897,[0.00012],1
275003,[3e-05],1
275090,[2e-05],1
275111,[5e-05],1
275128,[0.0],1
275130,[7e-05],1
275227,[0.0],1
275480,[0.00032],1
275524,[0.00029],1
275649,[6e-05],1
275673,[0.0],1
275778,[1e-05],1
275790,[1e-05],1
275815,[3e-05],1
275839,[0.00018],1
275843,[0.0],1
274520,[0.0],1
274503,[2e-05],1
274336,[0.0],1
273693,[1e-05],1
272993,[0.0],1
273023,[4e-05],1
273100,[3e-05],1
273200,[4e-05],1
273341,[1e-05],1
273349,[1e-05],1
273421,[5e-05],1
273423,[0.00026],1
273530,[0.0],1
273644,[0.0],1
273700,[7e-05],1
274296,[3e-05],1
273751,[0.0],1
273788,[5e-05],1
273793,[0.00028],1
273846,[0.0],1
273971,[1e-05],1
273981,[1e-05],1
273994,[5e-05],1
274076,[1e-05],1
274204,[0.0],1
274226,[0.0001],1
268677,[1e-05],1
268456,[0.0],1
259613,[0.0],1
263656,[0.0],1
261537,[0.00021],1
261615,[4e-05],1
261639,[0.0],1
261827,[0.00069],1
262061,[0.00056],1
262138,[1e-05],1
262195,[5e-05],1
262214,[1e-05],1
262249,[0.00013],1
262297,[1e-05],1
262318,[0.00016],1
262448,[0.0],1
262507,[5e-05],1
262555,[0.00014],1
262601,[3e-05],1
262631,[0.02331],1
262918,[5e-05],1
262965,[1e-05],1
262991,[0.0001],1
